global_idx,sentence,verb_lemma,verb,recipient,recipient_anim,theme,theme_anim,construction,verb_tag,verb_i,subject,recipient_tag,recipient_pos,recipient_i,theme_tag,theme_pos,theme_i,preposition,preposition_i,token_count,type,verb_type,alternant,recipient_pos_spacy,recipient_length,theme_length,length_difference,loose_default_best,loose_balanced_best,datives_removed_best,ditransitives_removed_best,counterfactual_best,short_first_best,random_first_best,long_first_best,long_first_headfinal_best,loose_default_ratio63,loose_balanced_ratio63,ditransitives_removed_ratio63,datives_removed_ratio63,counterfactual_ratio63,short_first_ratio63,random_first_ratio63,long_first_ratio63,long_first_headfinal_ratio63,loose_default_ratio21,loose_balanced_ratio21,datives_removed_ratio21,ditransitives_removed_ratio21,counterfactual_ratio21,short_first_ratio21,random_first_ratio21,long_first_ratio21,long_first_headfinal_ratio21,loose_default_ratio42,loose_balanced_ratio42,datives_removed_ratio42,ditransitives_removed_ratio42,counterfactual_ratio42,short_first_ratio42,random_first_ratio42,long_first_ratio42,long_first_headfinal_ratio42
5171,"Before leaving he gave her a flower, and said: ""Sister, as long as this flower keeps fresh, you will know that I am alive and well; but if it should close or fade, you may feel sure that I too am dead. """,give,gave,her,a,a flower,i,gave her a flower,VBD,3,he,PRP,PRON,4,NN,NOUN,5,,,51,dative,alternating,"Before leaving he gave a flower to her, and said: ""Sister, as long as this flower keeps fresh, you will know that I am alive and well; but if it should close or fade, you may feel sure that I too am dead. """,,1,2,-0.6931471806,-0.07149481773,-0.04532599449,-0.09659481049,-0.193983078,-0.1034708023,-0.02905607224,-0.03585529327,-0.007419109344,-0.01137447357,-0.07149481773,-0.06153774261,-0.14387393,-0.06757712364,-0.1011083126,-0.04359674454,-0.03585529327,-0.007419109344,0.05709123611,-0.0005257129669,-0.04532599449,-0.09659481049,-0.03594040871,-0.1034708023,-0.02905607224,-0.070125103,-0.07656049728,-0.01137447357,-0.01874661446,-0.02930092812,-0.06011891365,-0.193983078,-0.1199448109,-0.0006875991821,-0.0694360733,-0.0693526268,-0.008451461792
20350,Can I offer you a drink?,offer,offer,you,a,a drink,i,offer you a drink,VB,2,i,PRP,PRON,3,NN,NOUN,4,,,7,dative,alternating,Can I offer a drink to you?,,1,2,-0.6931471806,0.2992458344,-0.08730149269,0.05787467957,0.1481945515,-0.8634080887,-0.3369896412,-0.3874495029,0.4372973442,0.2852363586,0.2992458344,-0.1225144863,0.1420767307,-0.2387733459,-0.8335208893,0.0487010479,-0.3874495029,0.4372973442,0.3836083412,0.3803236485,-0.08730149269,0.05787467957,-0.201859951,-0.8634080887,-0.3369896412,0.1241884232,0.8880696297,0.2852363586,0.524844408,-0.1209642887,-0.07215452194,0.1481945515,-0.4756071568,0.3056976795,-0.02186274529,0.6898870468,0.3887329102
12549,"Ah, show 'em your stuff, girl.",show,show,em,a,your stuff,i,show em your stuff,VB,2,,PRP,PRON,3,NN,NOUN,4,,,9,dative,alternating,"Ah, show your stuff to 'em, girl.",,1,2,-0.6931471806,-0.04035687447,-0.2011413574,0.2789955139,0.08679866791,-0.1052381992,0.08556079865,0.07745170593,0.2817254066,0.1878962517,-0.04035687447,0.1177248955,0.1160969734,0.269803524,-0.6592040062,0.4018707275,0.07745170593,0.2817254066,0.604095459,0.2008366585,-0.2011413574,0.2789955139,0.3864827156,-0.1052381992,0.08556079865,-0.0584897995,0.07833242416,0.1878962517,0.2805900574,-0.3933153152,0.01612329483,0.08679866791,-0.5870964527,0.2117695808,0.3718943596,-0.1040563583,0.3984894753
1874,You just leave me a note to remind me.,leave,leave,me,a,a note to remind me,i,leave me a note to remind me,VB,2,you,PRP,PRON,3,NN,NOUN,4,,,10,dative,alternating/benefactive_alternating,You just leave a note to remind me for me.,,1,5,-1.609437912,0.1450898647,-0.000479221344,-0.102517128,0.1229953766,-0.1037282944,-0.182094574,-0.3500790596,0.3944253922,-0.5152835846,0.1450898647,-0.1139235497,-0.102540493,0.3809571266,0.4026100636,0.2179598808,-0.3500790596,0.3944253922,-0.6266679764,0.2865982056,-0.000479221344,-0.102517128,0.06470966339,-0.1037282944,-0.182094574,-0.01091718674,0.1100096703,-0.5152835846,0.3254344463,0.1526093483,0.1041445732,0.1229953766,0.09683346748,-0.2997660637,-0.1147341728,-0.02989053726,-0.4630656242
7706,"Mr McQueen went into the house with a heavy heart, and told his wife the bad news.",tell,told,his wife,a,the bad news,i,told his wife the bad news,VBD,12,,NN,NOUN,13,NN,NOUN,15,,,19,dative,alternating,"Mr McQueen went into the house with a heavy heart, and told the bad news to his wife.",,2,3,-0.4054651081,-0.0134305954,-0.1731469631,-0.0419948101,-0.3052334785,0.02784514427,0.174176693,-0.01128816605,-0.31681633,-0.1226606369,-0.0134305954,-0.1449196339,-0.07541060448,-0.0679256916,-0.1984348297,-0.04434919357,-0.01128816605,-0.31681633,-0.2676310539,-0.04909348488,-0.1731469631,-0.0419948101,-0.2023468018,0.02784514427,0.174176693,-0.01348876953,-0.1794652939,-0.1226606369,-0.2359993458,-0.2286305428,-0.1123023033,-0.3052334785,-0.3364882469,0.1513342857,-0.06389045715,-0.1874651909,-0.3972921371
6569,"Kwa-Sind told his hate to Wah-bee-noh, who was a medicine man an’ juggler, an’ agreed that he would give Wah-bee-noh twenty ponies to make the Swallow again as he was so that the Sioux would laugh at him an’ call him Shau-goh-dah-wah, the Coward.",give,give,wah-bee-noh,a,twenty ponies,b,give wah-bee-noh twenty ponies,VB,22,he,NNP,PROPN,23,NNS,NOUN,24,,,51,dative,alternating,"Kwa-Sind told his hate to Wah-bee-noh, who was a medicine man an’ juggler, an’ agreed that he would give twenty ponies to Wah-bee-noh to make the Swallow again as he was so that the Sioux would laugh at him an’ call him Shau-goh-dah-wah, the Coward.",,1,2,-0.6931471806,-0.1164093018,-0.07930707932,-0.07207918167,-0.08852767944,-0.02473211288,-0.08679389954,-0.04269981384,-0.01429986954,0.03693914413,-0.1164093018,-0.1181631088,-0.1109585762,0.01341438293,-0.08617258072,-0.002775192261,-0.04269981384,-0.01429986954,0.002923488617,-0.1669011116,-0.07930707932,-0.07207918167,-0.1242814064,-0.02473211288,-0.08679389954,-0.06569242477,-0.01593875885,0.03693914413,-0.1572346687,-0.04700469971,-0.05084085464,-0.08852767944,-0.04120588303,0.01733875275,-0.03237628937,-0.04180860519,-0.05378818512
5181,"""Make him a dish of kheer (rice cooked with milk and sugar); and besides this, to please him, another dish of pearls. """,make,Make,him,a,a dish of kheer ( rice cooked with milk and sugar ),i,Make him a dish of kheer ( rice cooked with milk and sugar ),VB,1,,PRP,PRON,2,NN,NOUN,3,,,30,dative,do_only/benefactive_alternating,"""Make a dish of kheer ( rice cooked with milk and sugar ) for him; and besides this, to please him, another dish of pearls. """,,1,10,-2.302585093,0.0243268013,-0.2793805599,-0.3244469166,-0.1031713486,-0.09236049652,-0.339618206,-0.02775001526,-0.2496070862,-0.1440391541,0.0243268013,-0.04706859589,-0.09104776382,-0.2680435181,-0.1270229816,-0.1021418571,-0.02775001526,-0.2496070862,-0.02048635483,-0.04428553581,-0.2793805599,-0.3244469166,-0.2312743664,-0.09236049652,-0.339618206,-0.1981987953,-0.380589962,-0.1440391541,-0.1074626446,-0.1565895081,-0.04560518265,-0.1031713486,0.1434936523,-0.1728715897,-0.1584606171,-0.3287973404,-0.1376872063
16971,"Fatima, give me a fudge sundae.",give,give,me,a,a fudge sundae,i,give me a fudge sundae,VB,2,,PRP,PRON,3,NN,NOUN,4,,,8,dative,alternating,"Fatima, give a fudge sundae to me.",,1,3,-1.098612289,0.5023379326,-0.3738327026,0.01699399948,-0.359120369,-0.7279024124,0.463145256,0.263864994,-0.02595090866,0.631937027,0.5023379326,-0.374707222,0.2041473389,-0.07574415207,-0.3879890442,0.4350829124,0.263864994,-0.02595090866,0.07884883881,0.2011260986,-0.3738327026,0.01699399948,-0.1753439903,-0.7279024124,0.463145256,0.1160101891,-0.04159116745,0.631937027,0.2141675949,-0.2525091171,0.4058456421,-0.359120369,-0.6898193359,0.6536326408,-0.01961231232,0.127248764,0.0310792923
14845,"Surrounded by people who adore you, people who might tell this girl heart-tugging stories about how you inspired their sons to join the navy.",tell,tell,this girl,a,heart-tugging stories about how you inspired their sons to join the navy,i,tell this girl heart-tugging stories about how you inspired their sons to join the navy,VB,10,who,NN,NOUN,11,NNS,NOUN,13,,,26,dative,alternating,"Surrounded by people who adore you, people who might tell heart-tugging stories about how you inspired their sons to join the navy to this girl.",,2,12,-1.791759469,-0.06541824341,0.01142692566,0.1805200577,0.04752397537,-0.1997876167,-0.187256813,-0.1313614845,-0.1999258995,-0.2431993484,-0.06541824341,-0.03978586197,0.1101155281,0.05071020126,-0.1570987701,0.1259374619,-0.1313614845,-0.1999258995,-0.204041481,0.4129781723,0.01142692566,0.1805200577,0.2069635391,-0.1997876167,-0.187256813,0.02508926392,-0.2350106239,-0.2431993484,-0.06084394455,-0.09748983383,-0.01458835602,0.04752397537,0.05631494522,-0.1113233566,0.0003371238708,-0.1101622581,-0.08043050766
640,you gave me the mixed up alien there.,give,gave,me,a,the mixed up alien,a,gave me the mixed up alien,VBD,1,you,PRP,PRON,2,NN,NOUN,3,,,9,dative,alternating,you gave the mixed up alien to me there.,,1,4,-1.386294361,-0.0383143425,-0.2192473412,-0.309484005,-0.02637290955,-0.4708714485,0.06504917145,0.2094321251,0.6457271576,-0.8365111351,-0.0383143425,0.2210783958,0.08683490753,0.1338038445,-0.6229052544,0.1321825981,0.2094321251,0.6457271576,-0.4430837631,-0.4769334793,-0.2192473412,-0.309484005,0.1997418404,-0.4708714485,0.06504917145,0.4378628731,0.4031429291,-0.8365111351,-0.141146183,-0.4281201363,-0.1943593025,-0.02637290955,-0.4932889938,0.3754072189,0.3291945457,0.6318144798,-0.4767203331
17795,"You gave yourself a great name such as Jiraiya, but you can't fool me!",give,gave,yourself,a,a great name such as jiraiya,i,gave yourself a great name such as jiraiya,VBD,1,you,PRP,PRON,2,NN,NOUN,3,,,17,dative,alternating,"You gave a great name such as jiraiya to yourself, but you can't fool me!",,1,6,-1.791759469,0.2233991623,-0.1318733692,-0.04486036301,-0.01317596436,-0.2846176624,-0.03636312485,-0.01461935043,0.145553112,0.03729104996,0.2233991623,-0.07037210464,-0.1712830067,0.007430553436,-0.2212443352,-0.009093761444,-0.01461935043,0.145553112,0.03221654892,-0.03461003304,-0.1318733692,-0.04486036301,-0.04664134979,-0.2846176624,-0.03636312485,-0.003844261169,0.05249261856,0.03729104996,-0.04928946495,-0.1143517494,-0.1345798969,-0.01317596436,-0.2019603252,0.1855063438,0.02256536484,0.1231174469,0.04295349121
14466,Do me proud and show me your moves.,show,show,me,a,your moves,i,show me your moves,VB,4,,PRP,PRON,5,NNS,NOUN,6,,,9,dative,alternating,Do me proud and show your moves to me.,,1,2,-0.6931471806,0.6949748993,0.2003655434,-0.1238303185,-0.1487493515,-0.2841148376,0.3044571877,-0.1578469276,-0.1938700676,-0.6265525818,0.6949748993,0.1624770164,0.2653875351,0.004458904266,0.02543926239,-0.7780609131,-0.1578469276,-0.1938700676,-0.7702388763,0.3939480782,0.2003655434,-0.1238303185,0.08338880539,-0.2841148376,0.3044571877,-0.7542405128,-0.428319931,-0.6265525818,0.81863451,-0.04866218567,-0.1006045341,-0.1487493515,0.089802742,0.007675647736,-0.3620471954,-0.3410224915,-0.4792604446
22736,"France gave Mali the names ""French Sudan"" and the ""Sudanese Republic"".",give,gave,mali,i,"the names "" french sudan "" and the "" sudanese republic """,i,"gave mali the names "" french sudan "" and the "" sudanese republic """,VBD,1,france,NNP,PROPN,2,NNS,NOUN,3,,,16,dative,alternating,"France gave the names "" french sudan "" and the "" sudanese republic "" to Mali.",,1,8,-2.079441542,-0.3592844009,-0.5032052994,-0.6899271011,-0.3464593887,-0.7091722488,-1.063702106,-0.7848143578,-0.5702672005,-0.4859166145,-0.3592844009,-0.699151516,-0.390381813,-0.1256270409,-0.440820694,-0.6236300468,-0.7848143578,-0.5702672005,-0.5727581978,-0.3352890015,-0.5032052994,-0.6899271011,-0.5060501099,-0.7091722488,-1.063702106,-0.5299530029,-0.5349941254,-0.4859166145,-0.6180758476,-0.8632764816,-0.4491500854,-0.3464593887,-0.7612977028,-0.4676494598,-1.078172207,-0.3420038223,-0.6264877319
4510,I told you the truth when I said I did not know why I thought of you before all others.,tell,told,you,a,the truth,i,told you the truth,VBD,1,i,PRP,PRON,2,NN,NOUN,3,,,21,dative,alternating,I told the truth to you when I said I did not know why I thought of you before all others.,,1,2,-0.6931471806,0.1780204773,-0.1909310818,0.01218223572,-0.1312880516,-0.3598034382,0.2554728985,0.07673001289,-0.02044725418,-0.1493749619,0.1780204773,-0.1096284389,0.01862359047,-0.01601409912,-0.3763949871,0.03087353706,0.07673001289,-0.02044725418,-0.007989406586,0.1104280949,-0.1909310818,0.01218223572,-0.2569227219,-0.3598034382,0.2554728985,-0.1015193462,-0.05732250214,-0.1493749619,-0.008900642395,-0.0409090519,-0.1067998409,-0.1312880516,-0.265627861,0.2043449879,0.129762888,-0.04328536987,-0.01626205444
24193,"As a sophomore, his tackle total declined to 56, but his 764 receiving yards earned him 27 major Division I scholarship offers.",earn,earned,him,a,27 major division i scholarship offers,i,earned him 27 major division i scholarship offers,VBD,16,his 764 receiving yards,PRP,PRON,17,NNS,NOUN,18,,,25,dative,benefactive_alternating,"As a sophomore, his tackle total declined to 56, but his 764 receiving yards earned 27 major division i scholarship offers for him.",,1,6,-1.791759469,0.1392922401,-0.1667699814,-0.276031971,-0.126101017,-0.1957588196,-0.1458296776,-0.1546521187,-0.1917061806,-0.4168691635,0.1392922401,-0.2652282715,-0.4560346603,-0.08916950226,-0.04854679108,-0.2067213058,-0.1546521187,-0.1917061806,-0.2355427742,-0.1557631493,-0.1667699814,-0.276031971,0.0009536743164,-0.1957588196,-0.1458296776,-0.1787428856,-0.1755681038,-0.4168691635,-0.05178451538,-0.08836317062,-0.2031726837,-0.126101017,-0.2573800087,-0.1261963844,-0.1402630806,-0.294754982,-0.1806616783
5649,"Colonization had at first been regarded as a possible solution of the race problem; money was now given, however, ""rather as an aid to the establishment of a model Negro republic in Africa, whose effort would be to discourage the slave-trade, and encourage energy and thrift among those free Negroes from the United States who chose to emigrate, and to give native Africans a demonstration of the advantages of civilization.",give,give,native africans,a,a demonstration of the advantages of civilization,i,give native africans a demonstration of the advantages of civilization,VB,67,,NNPS,PROPN,68,NN,NOUN,70,,,78,dative,alternating,"Colonization had at first been regarded as a possible solution of the race problem; money was now given, however, ""rather as an aid to the establishment of a model Negro republic in Africa, whose effort would be to discourage the slave-trade, and encourage energy and thrift among those free Negroes from the United States who chose to emigrate, and to give a demonstration of the advantages of civilization to native Africans.",,2,7,-1.252762968,-0.0699224472,-0.07907629013,-0.04618644714,-0.08375740051,-0.06379508972,-0.03168296814,-0.04705810547,-0.04544878006,-0.01735019684,-0.0699224472,-0.06022453308,-0.08436203003,-0.09107732773,-0.07185935974,-0.08389186859,-0.04705810547,-0.04544878006,-0.04425668716,-0.07020187378,-0.07907629013,-0.04618644714,-0.1351208687,-0.06379508972,-0.03168296814,-0.04933071136,-0.03311157227,-0.01735019684,-0.07976436615,-0.1095275879,-0.05021333694,-0.08375740051,-0.02995681763,-0.09332227707,-0.06126213074,-0.04348039627,-0.03623437881
16352,I send him my de Hory book.,send,send,him,a,my de hory book,i,send him my de hory book,VBP,1,i,PRP,PRON,2,NN,NOUN,3,,,8,dative,alternating,I send my de hory book to him.,,1,4,-1.386294361,-0.2796635628,-0.6806659698,-0.8683023453,-0.4791584015,-0.6028137207,-0.4717354774,-0.7424855232,-0.3720326424,-0.0001759529114,-0.2796635628,-0.6418261528,-0.6594367027,-0.6977982521,-0.429400444,-0.5677680969,-0.7424855232,-0.3720326424,-0.1836137772,-0.6123905182,-0.6806659698,-0.8683023453,-0.3172450066,-0.6028137207,-0.4717354774,-0.07299423218,-0.5162034035,-0.0001759529114,-0.4932718277,-0.5682563782,-0.2561893463,-0.4791584015,-0.8594450951,-0.08854818344,-0.370593071,-0.551232338,-0.05207157135
9621,"He showed me the sights, we popped into The Green Tree...",show,showed,me,a,the sights,i,showed me the sights,VBD,1,he,PRP,PRON,2,NNS,NOUN,3,,,15,dative,alternating,"He showed the sights to me, we popped into The Green Tree...",,1,2,-0.6931471806,0.1277117729,-0.1942596436,-0.4327206612,0.1040949821,-0.2867469788,-0.1379590034,-0.3633418083,-0.1139783859,-0.4504451752,0.1277117729,-0.4056782722,-0.04832601547,-0.0519156456,-0.2556462288,-0.3776144981,-0.3633418083,-0.1139783859,-0.1280655861,-0.102077961,-0.1942596436,-0.4327206612,0.1503481865,-0.2867469788,-0.1379590034,-0.3794407845,-0.1631326675,-0.4504451752,0.2271981239,-0.238732338,-0.2210764885,0.1040949821,-0.4104852676,-0.1253051758,-0.06942939758,-0.1452536583,-0.2737383842
5007,This spicily-scented blossom told him an exciting story of intrigue and adventure in high places.,tell,told,him,a,an exciting story of intrigue and adventure in high places,i,told him an exciting story of intrigue and adventure in high places,VBD,3,this spicily-scented blossom,PRP,PRON,4,NN,NOUN,5,,,16,dative,alternating,This spicily-scented blossom told an exciting story of intrigue and adventure in high places to him.,,1,10,-2.302585093,0.2883639336,-0.1438565254,-0.07567167282,-0.03699874878,-0.4411206245,-0.09991788864,-0.2907004356,-0.24198246,-0.2359423637,0.2883639336,-0.1329126358,-0.04532814026,-0.171216011,-0.4057197571,0.02170562744,-0.2907004356,-0.24198246,-0.3996348381,0.2164068222,-0.1438565254,-0.07567167282,0.05704927444,-0.4411206245,-0.09991788864,-0.3124585152,-0.6549100876,-0.2359423637,0.2601013184,-0.3017606735,-0.03058815002,-0.03699874878,-0.3528809547,-0.04416513443,-0.09929084778,-0.3441381454,-0.3263473511
23091,"However, the government did not give him any punishment as a criminal.",give,give,him,a,any punishment as a criminal,i,give him any punishment as a criminal,VB,6,the government,PRP,PRON,7,NN,NOUN,8,,,14,dative,alternating,"However, the government did not give any punishment as a criminal to him.",,1,5,-1.609437912,0.5583889484,0.2446634769,-0.007296562195,0.1445131302,-0.1021137238,0.3288741112,-0.1126103401,-0.06009340286,-0.4747037888,0.5583889484,0.2288889885,0.1613063812,0.1802203655,-0.01227092743,0.04196929932,-0.1126103401,-0.06009340286,-0.3302288055,0.6836118698,0.2446634769,-0.007296562195,0.2219495773,-0.1021137238,0.3288741112,0.01628947258,-0.08013057709,-0.4747037888,0.1984641552,0.4121851921,0.2335789204,0.1445131302,-0.1422240734,0.09690380096,-0.04888987541,-0.05892896652,-0.5846247673
