global_idx,sentence,verb_lemma,verb,recipient,recipient_anim,theme,theme_anim,construction,verb_tag,verb_i,subject,recipient_tag,recipient_pos,recipient_i,theme_tag,theme_pos,theme_i,preposition,preposition_i,token_count,type,verb_type,alternant,recipient_pos_spacy,recipient_length,theme_length,length_difference,strict_default_best,strict_balanced_best,strict_default_ratio21,strict_default_ratio42,strict_default_ratio63,strict_balanced_ratio21,strict_balanced_ratio42,strict_balanced_ratio63
17795,"You gave yourself a great name such as Jiraiya, but you can't fool me!",give,gave,yourself,a,a great name such as jiraiya,i,gave yourself a great name such as jiraiya,VBD,1,you,PRP,PRON,2,NN,NOUN,3,,,17,dative,alternating,"You gave a great name such as jiraiya to yourself, but you can't fool me!",,1,6,-1.791759469,-0.041884422302246,-0.2410876750946050,-0.041884422302246,-0.0174622535705566,-0.0019595623016357,0.1246469020843510,0.0966095924377441,-0.2410876750946050
14466,Do me proud and show me your moves.,show,show,me,a,your moves,i,show me your moves,VB,4,,PRP,PRON,5,NNS,NOUN,6,,,9,dative,alternating,Do me proud and show your moves to me.,,1,2,-0.6931471806,0.1254200935363770,-0.1488218307495120,0.1254200935363770,0.419194221496582,0.4927568435668950,0.0083379745483398,-0.2434377670288090,-0.1488218307495120
22736,"France gave Mali the names ""French Sudan"" and the ""Sudanese Republic"".",give,gave,mali,i,"the names "" french sudan "" and the "" sudanese republic """,i,"gave mali the names "" french sudan "" and the "" sudanese republic """,VBD,1,france,NNP,PROPN,2,NNS,NOUN,3,,,16,dative,alternating,"France gave the names "" french sudan "" and the "" sudanese republic "" to Mali.",,1,8,-2.079441542,-0.5109343528747560,-0.2339873313903810,-0.5109343528747560,-0.610903263092041,-0.635101318359375,-0.4099197387695310,-0.6263623237609860,-0.2339873313903810
4510,I told you the truth when I said I did not know why I thought of you before all others.,tell,told,you,a,the truth,i,told you the truth,VBD,1,i,PRP,PRON,2,NN,NOUN,3,,,21,dative,alternating,I told the truth to you when I said I did not know why I thought of you before all others.,,1,2,-0.6931471806,-0.0429823398590087,-0.0626692771911621,-0.0429823398590087,0.0963027477264404,0.0884363651275634,0.0027639865875244,-0.0637483596801757,-0.0626692771911621
24193,"As a sophomore, his tackle total declined to 56, but his 764 receiving yards earned him 27 major Division I scholarship offers.",earn,earned,him,a,27 major division i scholarship offers,i,earned him 27 major division i scholarship offers,VBD,16,his 764 receiving yards,PRP,PRON,17,NNS,NOUN,18,,,25,dative,benefactive_alternating,"As a sophomore, his tackle total declined to 56, but his 764 receiving yards earned 27 major division i scholarship offers for him.",,1,6,-1.791759469,-0.1006107330322270,-0.0097208023071289,-0.1006107330322270,-0.0550332069396972,-0.1175918579101560,-0.2025065422058110,-0.3048033714294430,-0.0097208023071289
5649,"Colonization had at first been regarded as a possible solution of the race problem; money was now given, however, ""rather as an aid to the establishment of a model Negro republic in Africa, whose effort would be to discourage the slave-trade, and encourage energy and thrift among those free Negroes from the United States who chose to emigrate, and to give native Africans a demonstration of the advantages of civilization.",give,give,native africans,a,a demonstration of the advantages of civilization,i,give native africans a demonstration of the advantages of civilization,VB,67,,NNPS,PROPN,68,NN,NOUN,70,,,78,dative,alternating,"Colonization had at first been regarded as a possible solution of the race problem; money was now given, however, ""rather as an aid to the establishment of a model Negro republic in Africa, whose effort would be to discourage the slave-trade, and encourage energy and thrift among those free Negroes from the United States who chose to emigrate, and to give a demonstration of the advantages of civilization to native Africans.",,2,7,-1.252762968,-0.1304297447204590,-0.1029410362243650,-0.1304297447204590,-0.0111665725708007,-0.0744032859802246,-0.024573802947998,-0.0819888114929199,-0.1029410362243650
16352,I send him my de Hory book.,send,send,him,a,my de hory book,i,send him my de hory book,VBP,1,i,PRP,PRON,2,NN,NOUN,3,,,8,dative,alternating,I send my de hory book to him.,,1,4,-1.386294361,-0.774714469909668,-0.4724283218383790,-0.774714469909668,-0.6539454460144040,-0.3601799011230470,-0.6334505081176760,-0.5997543334960940,-0.4724283218383790
9621,"He showed me the sights, we popped into The Green Tree...",show,showed,me,a,the sights,i,showed me the sights,VBD,1,he,PRP,PRON,2,NNS,NOUN,3,,,15,dative,alternating,"He showed the sights to me, we popped into The Green Tree...",,1,2,-0.6931471806,0.4800982475280760,-0.0093703269958496,0.4800982475280760,0.1101651191711430,0.4060635566711430,-0.2178335189819340,-0.3566489219665530,-0.0093703269958496
5007,This spicily-scented blossom told him an exciting story of intrigue and adventure in high places.,tell,told,him,a,an exciting story of intrigue and adventure in high places,i,told him an exciting story of intrigue and adventure in high places,VBD,3,this spicily-scented blossom,PRP,PRON,4,NN,NOUN,5,,,16,dative,alternating,This spicily-scented blossom told an exciting story of intrigue and adventure in high places to him.,,1,10,-2.302585093,0.0713119506835937,0.0895295143127441,0.0713119506835937,0.0763969421386718,0.279642105102539,-0.0840716361999511,-0.064946174621582,0.0895295143127441
23091,"However, the government did not give him any punishment as a criminal.",give,give,him,a,any punishment as a criminal,i,give him any punishment as a criminal,VB,6,the government,PRP,PRON,7,NN,NOUN,8,,,14,dative,alternating,"However, the government did not give any punishment as a criminal to him.",,1,5,-1.609437912,0.6097431182861330,0.2968008518218990,0.6097431182861330,0.2958204746246340,0.4045138359069820,0.2821664810180660,0.4429097175598140,0.2968008518218990
18107,"Miss Clements, I'm sorry to have to tell you this... but to be perfectly blunt... your father's name will never go up on that wall.",tell,tell,you,a,this,i,tell you this,VB,9,,PRP,PRON,10,DT,PRON,11,,,35,dative,alternating,"Miss Clements, I'm sorry to have to tell this to you... but to be perfectly blunt... your father's name will never go up on that wall.",,1,1,0,-0.0003800392150878,-0.0264601707458496,-0.0003800392150878,0.1444523334503170,0.1701807975769040,-0.1309785842895510,0.1129846572875980,-0.0264601707458496
10618,I forgot to get Charles anything.,get,get,charles,a,anything,i,get charles anything,VB,3,,NNP,PROPN,4,NN,PRON,5,,,7,dative,benefactive_alternating,I forgot to get anything for Charles.,,1,1,0,-0.664330005645752,-1.289052963256840,-0.664330005645752,-1.1575899124145500,-0.5524344444274900,-1.0070605278015100,-1.2244653701782200,-1.289052963256840
259,better give papa some bread and butter eve.,give,give,papa,a,some bread and butter,i,give papa some bread and butter,VB,1,,NNP,PROPN,2,NN,NOUN,3,,,9,dative,alternating,better give some bread and butter to papa eve.,,1,4,-1.386294361,-0.6424131393432620,-0.7564926147460940,-0.6424131393432620,-0.2351226806640630,0.1590728759765630,-0.2807602882385250,-0.4361214637756350,-0.7564926147460940
9811,Just give the rope a little bit of a shake.,give,give,the rope,i,a little bit of a shake,i,give the rope a little bit of a shake,VB,1,,NN,NOUN,2,NN,NOUN,4,,,11,dative,alternating,Just give a little bit of a shake to the rope.,,2,6,-1.098612289,-0.0281732082366943,-0.3229258060455320,-0.0281732082366943,0.3452737331390380,0.0668694972991943,-0.4461913108825680,-0.7008569240570070,-0.3229258060455320
11109,"¤ If I was a bright star, I'd tell them to bring us luck, both of them altogether.",bring,bring,us,a,luck,i,bring us luck,VB,13,,PRP,PRON,14,NN,NOUN,15,,,22,dative,alternating,"¤ If I was a bright star, I'd tell them to bring luck to us, both of them altogether.",,1,1,0,-0.0661439895629882,-0.1715683937072750,-0.0661439895629882,0.0056312084197998,0.0543866157531738,-0.082829475402832,0.0991535186767578,-0.1715683937072750
10146,"Unni, you lent Myeong Soo Oppa money?",lend,lent,myeong soo oppa,a,money,i,lent myeong soo oppa money,VBD,3,you,NNP,PROPN,4,NN,NOUN,7,,,9,dative,alternating,"Unni, you lent money to Myeong Soo Oppa?",,3,1,1.098612289,-0.9818544387817380,-0.606257438659668,-0.9818544387817380,-1.3861231803894000,-0.9993724822998050,-1.308328628540040,-0.7941484451293950,-0.606257438659668
995,i give you a bite of this one.,give,give,you,a,a bite of this one,i,give you a bite of this one,VBP,1,i,PRP,PRON,2,NN,NOUN,3,,,9,dative,alternating,i give a bite of this one to you.,,1,5,-1.609437912,0.353954553604126,-0.3273978233337400,0.353954553604126,0.6254918575286870,0.6892337799072270,-0.08669114112854,-0.2341377735137940,-0.3273978233337400
7447,"If you can tell me anything which does away with the difficulty, this is the time to tell it.",tell,tell,me,a,anything which does away with the difficulty,i,tell me anything which does away with the difficulty,VB,3,you,PRP,PRON,4,NN,PRON,5,,,21,dative,alternating,"If you can tell anything which does away with the difficulty to me, this is the time to tell it.",,1,7,-1.945910149,0.3307507038116460,0.0556972026824951,0.3307507038116460,0.0937659740447998,0.0636181831359863,0.1813769340515140,0.0113229751586914,0.0556972026824951
668,did you bring your teacher a present yesterday.,bring,bring,your teacher,a,a present,i,bring your teacher a present,VB,2,you,NN,NOUN,3,NN,NOUN,5,,,9,dative,alternating,did you bring a present to your teacher yesterday.,,2,2,0,-0.4918341636657720,-0.0468862056732177,-0.4918341636657720,-0.3237521648406980,-0.3457479476928710,-0.2445034980773930,-0.2075655460357670,-0.0468862056732177
15760,Gave me a medal.,give,Gave,me,a,a medal,i,Gave me a medal,VBD,0,,PRP,PRON,1,NN,NOUN,2,,,5,dative,alternating,Gave a medal to me.,,1,2,-0.6931471806,0.2994098663330080,-0.4971141815185550,0.2994098663330080,0.7288031578063970,0.4319500923156740,-0.3071861267089840,-0.3492465019226070,-0.4971141815185550
18515,"""When I pine, she gives me succour... """,give,gives,me,a,succour,i,gives me succour,VBZ,6,she,PRP,PRON,7,NN,NOUN,8,,,13,dative,alternating,"""When I pine, she gives succour to me... """,,1,1,0,-0.0649628639221191,-0.2779803276062010,-0.0649628639221191,-0.3221535682678220,-0.1242423057556150,-0.2194423675537110,-0.2167978286743160,-0.2779803276062010
10305,"To ignore the facts, give you the benefit of the doubt.",give,give,you,a,the benefit of the doubt,i,give you the benefit of the doubt,VB,5,,PRP,PRON,6,NN,NOUN,7,,,13,dative,alternating,"To ignore the facts, give the benefit of the doubt to you.",,1,5,-1.609437912,0.4583742618560790,-0.1823976039886470,0.4583742618560790,0.263240098953247,0.2020800113677980,-0.2250633239746090,-0.0832104682922363,-0.1823976039886470
3925,He used to hear our lessons and tell us splendid stories and saw that we always said our prayers.,tell,tell,us,a,splendid stories,i,tell us splendid stories,VB,7,,PRP,PRON,8,NNS,NOUN,9,,,20,dative,alternating,He used to hear our lessons and tell splendid stories to us and saw that we always said our prayers.,,1,2,-0.6931471806,-0.0925254821777343,-0.1042666435241700,-0.0925254821777343,0.1417293548583980,0.1311907768249510,-0.153968334197998,-0.0140614509582519,-0.1042666435241700
10127,Give us one more bottle here please.,give,Give,us,a,one more bottle,i,Give us one more bottle,VB,0,,PRP,PRON,1,NN,NOUN,2,,,8,dative,alternating,Give one more bottle to us here please.,,1,3,-1.098612289,0.6645350456237790,-0.0760164260864257,0.6645350456237790,0.4907441139221190,0.3646755218505860,-0.1435093879699710,-0.4976010322570800,-0.0760164260864257
1583,"Because if we actually can address th those real concerns, you know, you know  the point that brother  just made about why should he leave you to join unison  try and crystallize that out in a Northumberland way, if that's possible, it may not be, it may be difficult on, on a short punchy A five leaflet  it will probably service because I mean it c it can be photocopied, there's nothing wonderful, I mean it doesn't have to be sort of the most wonderful printing techniques and giving them desktop publishing.",give,giving,them,a,desktop publishing,i,giving them desktop publishing,VBG,103,,PRP,PRON,104,NN,NOUN,105,,,108,dative,alternating,"Because if we actually can address th those real concerns, you know, you know  the point that brother  just made about why should he leave you to join unison  try and crystallize that out in a Northumberland way, if that's possible, it may not be, it may be difficult on, on a short punchy A five leaflet  it will probably service because I mean it c it can be photocopied, there's nothing wonderful, I mean it doesn't have to be sort of the most wonderful printing techniques and giving desktop publishing to them.",,1,2,-0.6931471806,0.0207099914550781,0.0047512054443359,0.0207099914550781,-0.0265073776245117,-0.0022368431091308,-0.0216002464294433,-0.0153388977050781,0.0047512054443359
22098,She gives the knight a year and a day to find out what women really want.,give,gives,the knight,a,a year and a day to find out what women really want,i,gives the knight a year and a day to find out what women really want,VBZ,1,she,NN,NOUN,2,NN,NOUN,4,,,17,dative,alternating,She gives a year and a day to find out what women really want to the knight.,,2,12,-1.791759469,0.3535475730896000,0.5125436782836910,0.3535475730896000,0.4269962310791020,0.3854045867919920,0.5960595607757570,0.5498604774475100,0.5125436782836910
17906,-You were about to tell me your theory.,tell,tell,me,a,your theory,i,tell me your theory,VB,4,,PRP,PRON,5,NN,NOUN,6,,,9,dative,alternating,-You were about to tell your theory to me.,,1,2,-0.6931471806,0.1501851081848140,0.2787816524505620,0.1501851081848140,0.1284401416778560,0.2545664310455320,0.0103042125701904,-0.037489891052246,0.2787816524505620
824,do you wanna read me another book?,read,read,me,a,another book,i,read me another book,VB,3,you,PRP,PRON,4,NN,NOUN,5,,,8,dative,alternating,do you wanna read another book to me?,,1,2,-0.6931471806,-0.2628653049468990,-0.4650707244873050,-0.2628653049468990,-0.2919290065765380,-0.0515339374542236,-0.5099730491638180,-0.1513595581054690,-0.4650707244873050
4271,"But you counted on the prince’s, gratitude towards Pavlicheff; you never lent him any money; he owes you nothing; then what were you counting upon if not on his gratitude?",lend,lent,him,a,any money,i,lent him any money,VBD,14,you,PRP,PRON,15,NN,NOUN,16,,,36,dative,alternating,"But you counted on the prince’s, gratitude towards Pavlicheff; you never lent any money to him; he owes you nothing; then what were you counting upon if not on his gratitude?",,1,2,-0.6931471806,0.0248188972473144,-0.0344023704528808,0.0248188972473144,-0.0379872322082519,0.0045709609985351,-0.17399263381958,-0.0571155548095703,-0.0344023704528808
4050,"`` I do n't know much about sickness, '' spoke up Frances firmly, `` but if to sit by the child and give him his medicine regularly is all that is necessary, I am sure I can do that.",give,give,him,a,his medicine,i,give him his medicine,VB,26,,PRP,PRON,27,NN,NOUN,28,,,45,dative,alternating,"`` I do n't know much about sickness, '' spoke up Frances firmly, `` but if to sit by the child and give his medicine to him regularly is all that is necessary, I am sure I can do that.",,1,2,-0.6931471806,0.0511956214904785,-0.0810916423797607,0.0511956214904785,0.0445399284362793,0.1163620948791500,-0.0131638050079345,0.0342283248901367,-0.0810916423797607
15409,I gave you something and you threw it away.,give,gave,you,a,something,i,gave you something,VBD,1,i,PRP,PRON,2,NN,PRON,3,,,10,dative,alternating,I gave something to you and you threw it away.,,1,1,0,0.1089229583740230,-0.1809284687042240,0.1089229583740230,-0.0403671264648437,0.15586519241333,-0.1197257041931150,-0.2070510387420650,-0.1809284687042240
11550,You taught me that.,teach,taught,me,a,that,i,taught me that,VBD,1,you,PRP,PRON,2,DT,PRON,3,,,5,dative,alternating,You taught that to me.,,1,1,0,0.0091481208801269,-0.4250142574310300,0.0091481208801269,-0.1811439990997310,-0.115293264389038,-0.3442485332489010,-0.7044780254364010,-0.4250142574310300
16441,Let me tell you something.,tell,tell,you,a,something,i,tell you something,VB,2,me,PRP,PRON,3,NN,PRON,4,,,6,dative,alternating,Let me tell something to you.,,1,1,0,0.9871509075164800,0.2888927459716800,0.9871509075164800,0.8157713413238530,1.2193424701690700,-0.1604914665222170,0.059241771697998,0.2888927459716800
10738,I've just sent you everything I found on Strucker's location.,send,sent,you,a,everything i found on strucker's location,i,sent you everything i found on strucker's location,VBN,3,i,PRP,PRON,4,NN,PRON,5,,,13,dative,alternating,I've just sent everything i found on strucker's location to you.,,1,6,-1.791759469,-0.0911083221435546,-0.1604540348052980,-0.0911083221435546,-0.2403116226196290,0.092264175415039,-0.1077713966369630,-0.2884285449981690,-0.1604540348052980
1962,I'll tell you one that isn't too rude.,tell,tell,you,a,one that is n't too rude,i,tell you one that is n't too rude,VB,2,i,PRP,PRON,3,NN,NOUN,4,,,11,dative,alternating,I'll tell one that isn't too rude to you.,,1,6,-1.791759469,0.1906583309173580,0.1559851169586180,0.1906583309173580,0.502906322479248,0.3796989917755130,0.3732824325561520,0.4284565448760990,0.1559851169586180
13798,Why don't you ask him that yourself?,ask,ask,him,a,that,i,ask him that,VB,4,you,PRP,PRON,5,DT,PRON,6,,,9,dative,alternating,Why don't you ask that to him yourself?,,1,1,0,0.3018379211425780,-0.1749098300933840,0.3018379211425780,0.3199028968811040,0.2755517959594730,0.0233528614044189,-0.0957458019256591,-0.1749098300933840
17758,"Just give me a minute, will you?",give,give,me,a,a minute,i,give me a minute,VB,1,,PRP,PRON,2,NN,NOUN,3,,,9,dative,alternating,"Just give a minute to me, will you?",,1,2,-0.6931471806,0.849900484085083,-0.1557550430297850,0.849900484085083,0.58323073387146,0.3442044258117680,-0.0899503231048584,-0.1169002056121830,-0.1557550430297850
5128,"On this Abul discovered that the King had been playing a practical joke on him, and he said: ""O King, you have given me much misery. """,give,given,me,a,much misery,i,given me much misery,VBN,26,you,PRP,PRON,27,NN,NOUN,28,,,32,dative,alternating,"On this Abul discovered that the King had been playing a practical joke on him, and he said: ""O King, you have given much misery to me. """,,1,2,-0.6931471806,-0.0235028266906738,-0.0474133491516113,-0.0235028266906738,0.0392141342163085,-0.0428810119628906,-0.092362642288208,-0.0994424819946289,-0.0474133491516113
18754,tell me the truth,tell,tell,me,a,the truth,i,tell me the truth,VB,0,,PRP,PRON,1,NN,NOUN,2,,,4,dative,alternating,tell the truth to me,,1,2,-0.6931471806,0.4950094223022460,-0.6213886737823490,0.4950094223022460,0.6505634784698490,0.6851332187652590,-0.2087712287902830,-0.726891279220581,-0.6213886737823490
762,who gave you that?,give,gave,you,a,that,i,gave you that,VBD,1,who,PRP,PRON,2,DT,PRON,3,,,5,dative,alternating,who gave that to you?,,1,1,0,-0.2560768127441410,-0.2448766231536870,-0.2560768127441410,-0.0039405822753906,-0.3655726909637450,-0.5376358032226560,-0.5954360961914060,-0.2448766231536870
19635,"Come on, sir, give us a penny!",give,give,us,a,a penny,i,give us a penny,VB,5,,PRP,PRON,6,NN,NOUN,7,,,10,dative,alternating,"Come on, sir, give a penny to us!",,1,2,-0.6931471806,0.4843785762786870,-0.1591112613677980,0.4843785762786870,0.3977816104888920,0.3867547512054440,-0.2138230800628660,-0.1290621757507320,-0.1591112613677980
16483,"No, you gave me a photo.",give,gave,me,a,a photo,i,gave me a photo,VBD,3,you,PRP,PRON,4,NN,NOUN,5,,,8,dative,alternating,"No, you gave a photo to me.",,1,2,-0.6931471806,0.1784420013427730,-0.0506556034088134,0.1784420013427730,0.1607539653778080,0.160189151763916,-0.1348943710327150,-0.0357816219329834,-0.0506556034088134
